airline_sentiment,text
positive,0
positive,@united it's amazing really.
positive,"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US."
positive,0
positive,@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday
positive,@united Thanks to supervisor Miriam who provided me with great customer service. #finally
positive,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks
positive,"@united Great, thank you!"
positive,0
positive,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
positive,0
positive,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
positive,0
positive,@united received my bag. I appreciate taking care of the matter and following up!
positive,@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD
positive,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)"
positive,0
positive,@united big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival
positive,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!
positive,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
positive,"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options"""
positive,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
positive,@united Give Cyndi &amp; Troy each a gold star.
positive,0
positive,0
positive,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY"
positive,@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!
positive,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!"
positive,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job
positive,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere"
positive,"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!"
positive,@united ooh thanks!
positive,0
positive,@united thanks! :)
positive,@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!
positive,@united Thanks!
positive,0
positive,@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :)
positive,0
positive,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha"
positive,0
positive,@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.
positive,0
positive,0
positive,@united Sure did! Only waited about 15min. Yay!
positive,@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW
positive,Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG
positive,@united looks like I'm settled in to where I'm going.  Thx.
positive,"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class."
positive,"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!"
positive,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time"
positive,0
positive,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.
positive,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!
positive,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ
positive,0
positive,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies."""
positive,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!
positive,0
positive,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.
positive,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj"
positive,@SouthwestAir thank you so much completely made things right!
positive,@SouthwestAir love them! Always get the best deals!
positive,@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.
positive,@SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy
positive,"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!"
positive,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!
positive,0
positive,0
positive,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!"
positive,@SouthwestAir Thanks so much!
positive,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef
positive,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever
positive,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.
positive,@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY
positive,"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY"
positive,@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer
positive,0
positive,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers"
positive,@SouthwestAir Customer Centricity is knowing people #ANAMarketers
positive,0
positive,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines"
positive,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper"
positive,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!
positive,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_
positive,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI
positive,@SouthwestAir Thank you for the tip!
positive,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.
positive,"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!"
positive,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable
positive,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good
positive,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG"
positive,@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6
positive,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS
positive,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!
positive,@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer
positive,@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors
positive,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!
positive,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊
positive,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D"
positive,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz
positive,@SouthwestAir thanks!
positive,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1"
positive,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
positive,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
positive,@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking
positive,@SouthwestAir thankyou :))❤️
positive,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest
positive,@SouthwestAir thanks for the great customer service today! 👍👌
positive,0
positive,@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.
positive,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂
positive,0
positive,@SouthwestAir It's all good. Thanks!
positive,@SouthwestAir thank you :)
positive,@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀
positive,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :)
positive,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!
positive,@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40
positive,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome"
positive,0
positive,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
positive,@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!
positive,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!
positive,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations
positive,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa"
positive,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp
positive,@SouthwestAir telling my Fam in Vegas now. :)
positive,@SouthwestAir thank you!
positive,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!"
positive,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
positive,0
positive,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons
positive,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH
positive,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises
positive,0
positive,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove
positive,0
positive,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
positive,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR
positive,@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons
positive,0
positive,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
positive,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
positive,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
positive,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!
positive,0
positive,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.
positive,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!
positive,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!
positive,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!
positive,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!
positive,0
positive,0
positive,@SouthwestAir nice touch on the passbook integration!
positive,@SouthwestAir Awesome. Thanks! You guys rock!
positive,0
positive,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
positive,0
positive,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
positive,@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!
positive,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
positive,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
positive,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
positive,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!
positive,0
positive,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
positive,0
positive,@SouthwestAir have sent you a DM with the details. Thanks!
positive,0
positive,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
positive,0
positive,@SouthwestAir show me some love and a companion flight~please and thank you!
positive,@SouthwestAir loved it!
positive,@SouthwestAir you're my early frontrunner for best airline! #oscars2016
positive,.@SouthwestAir Thx for the follow up. Just sent DM
positive,@SouthwestAir TY for your consideration!
positive,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight"
positive,0
positive,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
positive,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done"
positive,@SouthwestAir All good... beers and #oscars2015 ar #DIA
positive,@SouthwestAir luv my companion pass!
positive,@SouthwestAir thank you!!
positive,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.
positive,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!
positive,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI"
positive,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome
positive,0
positive,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!
positive,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!
positive,@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK
positive,0
positive,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.
positive,0
positive,@SouthwestAir yes please!
positive,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg
positive,0
positive,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!
positive,@SouthwestAir I want one!
positive,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”
positive,@SouthwestAir sign me up!
positive,@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!
positive,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!
positive,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais
positive,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!
positive,0
positive,@SouthwestAir sign me up!
positive,0
positive,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group
positive,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :)
positive,0
positive,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8
positive,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍
positive,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!
positive,@SouthwestAir thank you!
positive,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄"
positive,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏
positive,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.
positive,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-
positive,@SouthwestAir My Fav!!!!
positive,@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.
positive,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter
positive,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass
positive,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.
positive,0
positive,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!"
positive,0
positive,@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport
positive,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋
positive,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags"
positive,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!"
positive,0
positive,@SouthwestAir I will say that your customer service has consistently been the very best!!!
positive,@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.
positive,"@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!"
positive,@SouthwestAir @AmericanAir y'all are better then @united
positive,0
positive,@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!
positive,@SouthwestAir I've DM'd you. Thanks!
positive,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ"
positive,0
positive,@SouthwestAir Offers Atlanta Unprecedented Perk http://t.co/nustgpElSf http://t.co/Be0B4K1Xbt
positive,@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!
positive,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!
positive,@SouthwestAir Southwest Airline is THE way to go!
positive,@SouthwestAir thanks for getting me home from Denver tonight despite the snow!
positive,@SouthwestAir never lets me down!!!
positive,@SouthwestAir DeLacy P is a compassionate professional! Despite the flight challenges she made passengers feel like priorities!!🌟🌟
positive,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!
positive,"@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!"
positive,@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!
positive,@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him
positive,@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF
positive,@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise
positive,@SouthwestAir Thanks for making good on @PoteetTJ 's Cancelled Flightled flight.
positive,@SouthwestAir just sent another 4 drink coupons....I think I have over 30 coupons now. free drinks anyone?
positive,@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA
positive,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh."
positive,@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!
positive,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ
positive,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!
positive,0
positive,"@SouthwestAir three cheers to your Denver staff. Don't know if we 
will get out but they're keeping us smiling. http://t.co/RX8z53M7yy"
positive,@SouthwestAir Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter
positive,@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire
positive,@SouthwestAir i hope i can be apart of the team with this job opening!
positive,"@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!"
positive,@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons
positive,"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW"
positive,0
positive,@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!
positive,@SouthwestAir Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice.  #happy #customer
positive,@SouthwestAir That's an awesome library.
positive,@SouthwestAir thanks so much just had to make a Cancelled Flightlation! I've sent u the info.
positive,@SouthwestAir DM sent. Thanks for the help!
positive,@SouthwestAir @bgr1061 luv SWA myself and my employees use you always!!
positive,@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285 #HappyBirthday
positive,@SouthwestAir Incredible view! I had a smooth flight both ways even tho there was turbulence. Your pilots ROCK! http://t.co/3nsUSfSBPv
positive,@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU
positive,"@SouthwestAir flight 3970, bna-rdu had the most excellent crew today"
positive,@SouthwestAir Never felt better taken care of! Indian aunties are the gold standard. Thanks Aruna! http://t.co/aypyaDUY6a
positive,@SouthwestAir @SouthwestOliver that's a great FA right there.
positive,0
positive,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY
positive,0
positive,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight
positive,0
positive,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv
positive,0
positive,@SouthwestAir Had a great trip this past week to Vegas for work; and had this pic over the Southwest on Southwest! http://t.co/a3YCFlaLxV
positive,@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏
positive,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!"
positive,@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2
positive,@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :)
positive,@SouthwestAir loving the boarding to go to Chicago #KeepItMovin'
positive,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks
positive,0
positive,@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!
positive,0
positive,@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!
positive,@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.
positive,@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH
positive,@SouthwestAir thanks for the ride to Chicago. #kmdw #b738 http://t.co/6cpYPGFnD6
positive,"@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert."
positive,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍"
positive,@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks
positive,@SouthwestAir first time flying with you. You've definitely won me over!
positive,@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.
positive,@SouthwestAir LUVed the SJC gate 23 agent this am who boarded flight 372 to DAL. Didn't get his name. He represents your brand so well.
positive,@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!
positive,0
positive,"@SouthwestAir thx for smooth landing today @fly2midway, we applauded! Now what can u do abt the weather? #takemeback http://t.co/OQZ7Wc4lLA"
positive,"@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer"
positive,"@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz."
positive,"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤"
positive,0
positive,@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING
positive,@SouthwestAir I'll have to drop by next time I visit!
positive,@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome
positive,@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants
positive,@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;)
positive,@SouthwestAir Thank you!
positive,0
positive,@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️
positive,0
positive,@SouthwestAir got it taken care of! thank you &lt;3
positive,0
positive,@SouthwestAir THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT @theTroubadour 😁 @Imaginedragons Crying /dying rn #ripme
positive,@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi
positive,@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3
positive,0
positive,"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH"
positive,@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.
positive,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J"
positive,@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎
positive,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.
positive,@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons
positive,@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S
positive,@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE
positive,@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks
positive,"@SouthwestAir you guys rock! So easy, quick, and affordable to change my flight. #bestairlineever #neverchange"
positive,"Thank you for your help, Shannon! Great customer service, @SouthwestAir."
positive,@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa
positive,@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta
positive,0
positive,@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M
positive,@SouthwestAir already booked my tickets for August 20th-30th!  Can't wait for my vacation!
positive,@SouthwestAir that's awesome! Love flying SWA!
positive,@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺
positive,@SouthwestAir thanks for the info and the quick response!
positive,@SouthwestAir shhhh i don't want something else to steal our deal😉
positive,@SouthwestAir Deborah helped me💁
positive,0
positive,@SouthwestAir oh my gosh! Going to dm you now! Thank you!
positive,0
positive,@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
positive,@SouthwestAir Thank You. We'll be in touch! #MoveAboutTheCountry
positive,@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU
positive,"@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u"
positive,@SouthwestAir shout out to the flight #4386 crew for taking amazing care of us on our double down flight! #thankyou
